"filename", "language", "YAML", "HTML", "JSON", "Swift", "XML", "Markdown", "C++", "Properties", "Groovy", "Dart", "comment", "blank", "total"
"/home/kilian/gymprime-project/gymprime/windows/flutter/generated_plugin_registrant.h", "C++", 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 5, 6, 16
"/home/kilian/gymprime-project/gymprime/windows/runner/flutter_window.cpp", "C++", 0, 0, 0, 0, 0, 0, 49, 0, 0, 0, 7, 16, 72
"/home/kilian/gymprime-project/gymprime/windows/runner/flutter_window.h", "C++", 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 5, 9, 34
"/home/kilian/gymprime-project/gymprime/windows/runner/main.cpp", "C++", 0, 0, 0, 0, 0, 0, 30, 0, 0, 0, 4, 10, 44
"/home/kilian/gymprime-project/gymprime/windows/runner/resource.h", "C++", 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 6, 2, 17
"/home/kilian/gymprime-project/gymprime/windows/runner/utils.cpp", "C++", 0, 0, 0, 0, 0, 0, 54, 0, 0, 0, 2, 10, 66
"/home/kilian/gymprime-project/gymprime/windows/runner/utils.h", "C++", 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 6, 6, 20
"/home/kilian/gymprime-project/gymprime/windows/runner/win32_window.cpp", "C++", 0, 0, 0, 0, 0, 0, 210, 0, 0, 0, 24, 55, 289
"/home/kilian/gymprime-project/gymprime/windows/runner/win32_window.h", "C++", 0, 0, 0, 0, 0, 0, 48, 0, 0, 0, 31, 24, 103
"Total", "-", 33, 38, 248, 56, 463, 13, 531, 8, 114, 955, 294, 472, 3225
